device_id,visit_id,venue_id,visit_start_time,visit_end_time,visit_lat,visit_long,visit_weight,customer_weight,user_home_lat,user_home_long,user_work_lat,user_work_long
594a32cf6cffe54257e0cd00,5a73432c3ac6de07416dc662,1e5fcd8d57a10111defbe772,2018-02-01 04:21:00,2018-02-01 06:40:00,34.042449,-84.3417469,35.509551686605164,0.0,34.054305653862215,-84.29927111585538,33.918793098411356,-84.21014454546936
594a32cf6cffe54257e0cd00,5a74938d877eb20736fd2b4d,1e5fcd8d57a10111defbe772,2018-02-02 04:21:00,2018-02-02 06:34:00,34.0424565,-84.3418282,34.65580108389335,0.0,34.05453611752383,-84.29913824348647,33.917433369907094,-84.20913245825282
594a32cf6cffe54257e0cd00,5a788f7ac6d0690710963748,1e5fcd8d57a10111defbe772,2018-02-05 04:26:00,2018-02-05 06:20:00,34.0426596,-84.3418466,34.22925012011385,0.0,34.05460587511535,-84.3011565928383,33.91884551219108,-84.2100317111839
594a32cf6cffe54257e0cd00,5a79d9bd8233db078de2abd8,1e5fcd8d57a10111defbe772,2018-02-06 04:24:00,2018-02-06 06:43:00,34.0425393,-84.3419079,34.52071651690534,0.0,34.05254084443944,-84.30025747870073,33.91787580057095,-84.21114243276796
594a32cf6cffe54257e0cd00,5a7b2bcac80d6007efda45cc,1e5fcd8d57a10111defbe772,2018-02-07 04:19:00,2018-02-07 06:10:00,34.042475,-84.3417855,34.33997825044729,0.0,34.05464951432983,-84.30137085505515,33.918330246045294,-84.21013041584253
594a32cf6cffe54257e0cd00,5a7c7f8fdb97d3071691e12c,1e5fcd8d57a10111defbe772,2018-02-08 04:20:00,2018-02-08 06:12:00,34.0424258,-84.3416667,37.98711160390734,0.0,34.05379374184513,-84.30053867033145,33.9180998926115,-84.20819233354342
594a32cf6cffe54257e0cd00,5a7df1283d477c07858530cc,1e5fcd8d57a10111defbe772,2018-02-09 04:20:00,2018-02-09 06:20:00,34.0424971,-84.3417979,38.89681610558312,0.0,34.054025962484914,-84.3001195697568,33.918509200042855,-84.21020744708278
594a32cf6cffe54257e0cd00,5a81c2c107c4230797fcbf8c,1e5fcd8d57a10111defbe772,2018-02-12 04:20:00,2018-02-12 06:15:00,34.0424754,-84.3418021,44.64164868128326,0.0,34.05385714227142,-84.29983992785077,33.917275228092365,-84.21132492990522
594a32cf6cffe54257e0cd00,5a82f75cac022b06d52af895,1e5fcd8d57a10111defbe772,2018-02-13 04:23:00,2018-02-13 06:25:00,34.0424205,-84.3417866,36.38891243488487,0.0,34.05346859096176,-84.29985455943765,33.92017928279783,-84.20922990577215
594a32cf6cffe54257e0cd00,5a844a07586bf207d5b4b16d,1e5fcd8d57a10111defbe772,2018-02-14 04:22:00,2018-02-14 06:26:00,34.0424009,-84.3418163,34.05238367994322,0.0,34.052384890334366,-84.29994209800253,33.91769808071647,-84.20982064175448
594a32cf6cffe54257e0cd00,5a85b1e33c84c70a13d5fc1a,1e5fcd8d57a10111defbe772,2018-02-15 04:21:00,2018-02-15 06:24:00,34.0424053,-84.3418276,34.34387792676016,0.0,34.05355064615812,-84.30104312441568,33.91783259180257,-84.20946194782238
594a32cf6cffe54257e0cd00,5a86fdb8d328f308ae2bbf58,1e5fcd8d57a10111defbe772,2018-02-16 04:26:00,2018-02-16 06:25:00,34.0423902,-84.3418386,33.31891457652621,0.0,34.05373000517287,-84.29992510957099,33.91879079748434,-84.21001541637537
594a32cf6cffe54257e0cd00,5a8c43d8825d7c0f80d8f1b6,1e5fcd8d57a10111defbe772,2018-02-20 04:16:00,2018-02-20 06:18:00,34.0424986,-84.3417819,33.48958220055356,0.0,34.054412290188445,-84.29792693918222,33.91870356898238,-84.21194079338352
594a32cf6cffe54257e0cd00,5a8d8784430c9d0fa8ca03d9,1e5fcd8d57a10111defbe772,2018-02-21 04:22:00,2018-02-21 06:15:00,34.0423159,-84.3418086,33.78284592733633,0.0,34.05461471978413,-84.29854277581047,33.91860050742135,-84.21010927889473
594a32cf6cffe54257e0cd00,5a9046b89e5c574450963b76,1e5fcd8d57a10111defbe772,2018-02-23 04:28:00,2018-02-23 06:43:00,34.0424411,-84.341858,33.20535597153385,0.0,34.054531189479135,-84.29923775036761,33.918716895641715,-84.20977691993025
594a32cf6cffe54257e0cd00,5a957f39a956ac0c58132da8,1e5fcd8d57a10111defbe772,2018-02-27 04:19:00,2018-02-27 05:38:00,34.0425584,-84.341756,33.81855196388572,0.0,34.05277649230213,-84.2996355693909,33.91780464807152,-84.2097184563208
594a32cf6cffe54257e0cd00,5a9825fbe98aae2de6018cdc,1e5fcd8d57a10111defbe772,2018-03-01 04:15:00,2018-03-01 06:19:00,34.0424917,-84.3419413,34.24520775321426,0.0,34.052574348183434,-84.29997764146363,33.91995158627064,-84.20960714335416
594a32cf6cffe54257e0cd00,5a997707d3a22c0dc059f02c,1e5fcd8d57a10111defbe772,2018-03-02 04:29:00,2018-03-02 06:36:00,34.0424708,-84.3417297,31.880753407786127,0.0,34.053260123153514,-84.29788247992524,33.91858835135274,-84.21009163816005
594a32cf6cffe54257e0cd00,5a9eb8eea42aab2e82aed03a,1e5fcd8d57a10111defbe772,2018-03-06 04:24:00,2018-03-06 06:21:00,34.0425052,-84.3417463,32.59004801966517,0.0,34.054005838127864,-84.30045852922832,33.91916450188705,-84.21077468783494
594a32cf6cffe54257e0cd00,5aa15bf20b13a912791dd1c1,1e5fcd8d57a10111defbe772,2018-03-08 04:23:00,2018-03-08 06:31:00,34.0425851,-84.3418412,32.31630695500667,0.0,34.05413580323414,-84.2984836141437,33.917374815095734,-84.2100436235036
594a32cf6cffe54257e0cd00,5aa2af30c04ae112e8d67dc9,1e5fcd8d57a10111defbe772,2018-03-09 04:25:00,2018-03-09 06:22:00,34.0424439,-84.3417992,31.375059188887498,0.0,34.05391120996484,-84.29997126957635,33.91871853487524,-84.21003838101849
594a32cf6cffe54257e0cd00,5ab00eb03f2b3815dbb770db,1e5fcd8d57a10111defbe772,2018-03-19 04:31:00,2018-03-19 06:27:00,34.0424615,-84.3419703,33.133790835235885,0.0,34.05417223442063,-84.29970132050863,33.91734121815137,-84.20901364014541
594a32cf6cffe54257e0cd00,5ab17657a8cd700c54c3689b,1e5fcd8d57a10111defbe772,2018-03-20 04:22:00,2018-03-20 06:33:00,34.042639,-84.341801,33.01646892123473,0.0,34.053261499948896,-84.29967356126616,33.91800319177051,-84.21051803359042
594a32cf6cffe54257e0cd00,5ab567b81dd6601703228fdb,1e5fcd8d57a10111defbe772,2018-03-23 04:22:00,2018-03-23 06:25:00,34.04244,-84.341817,31.64689304671402,0.0,34.053414284975524,-84.30013019608963,33.91937225709839,-84.20929623347936
594a32cf6cffe54257e0cd00,5aba7037ba6baa1619cdfadd,1e5fcd8d57a10111defbe772,2018-03-27 04:26:00,2018-03-27 06:37:00,34.042541,-84.34192,31.779100567648666,0.0,34.05385837872299,-84.29989225897043,33.91706000367429,-84.20995680593532
594a32cf6cffe54257e0cd00,5abe50b78991c83c900e8e18,1e5fcd8d57a10111defbe772,2018-03-30 04:30:00,2018-03-30 06:28:00,34.042469,-84.341878,31.003563331044493,0.0,34.05263245036784,-84.30048025668997,33.91820884558249,-84.21151295652251
594a32cf6cffe54257e0cd00,5ac3a3b5878fd0083f29d896,1e5fcd8d57a10111defbe772,2018-04-03 04:12:00,2018-04-03 06:28:00,34.04249572753906,-84.34174346923828,33.584705824060336,0.0,34.0541340446291,-84.30014732206884,33.91772240648475,-84.2111586791407
594a32cf6cffe54257e0cd00,5ac4e885d3db860888138fc1,1e5fcd8d57a10111defbe772,2018-04-04 04:40:00,2018-04-04 05:52:00,34.04242706298828,-84.34170532226562,33.15842473373139,0.0,34.05261290714937,-84.29891702884682,33.919015654312446,-84.209522885587
